loan_payment_id,loan_id,scheduled_amount,principal,interest,actual_amount,scheduled_date,paid_date
3692,33,75.69,75.45,0.24,75.69,2032-08-23,2032-08-23
3693,33,75.69,75.45,0.24,75.69,2032-09-22,2032-09-22
3694,33,75.69,75.45,0.24,75.69,2032-10-22,2032-10-22
3695,33,75.69,75.45,0.24,NULL,2032-11-21,NULL
3696,33,75.69,75.45,0.24,75.69,2032-12-21,2032-12-21
3697,33,75.69,75.45,0.24,75.69,2033-01-20,2033-01-20
3698,33,75.69,75.45,0.24,75.69,2033-02-19,2033-02-19
3699,33,75.69,75.45,0.24,75.69,2033-03-21,2033-03-21
3700,33,75.69,75.45,0.24,75.69,2033-04-20,2033-04-20
3701,33,75.69,75.45,0.24,75.69,2033-05-20,2033-05-20
3702,33,75.69,75.45,0.24,75.69,2033-06-19,2033-06-19
3703,33,75.69,75.45,0.24,75.69,2033-07-19,2033-07-19
3704,33,75.69,75.45,0.24,75.69,2033-08-18,2033-08-18
3705,33,75.69,75.45,0.24,75.69,2033-09-17,2033-09-17
3706,33,75.69,75.45,0.24,75.69,2033-10-17,2033-10-17
3707,33,75.69,75.45,0.24,75.69,2033-11-16,2033-11-16
3708,33,75.69,75.45,0.24,75.69,2033-12-16,2033-12-16
3709,33,75.69,75.45,0.24,NULL,2034-01-15,NULL
3710,33,75.69,75.45,0.24,NULL,2034-02-14,NULL
3711,33,75.69,75.45,0.24,75.69,2034-03-16,2034-03-16
3712,33,75.69,75.45,0.24,75.69,2034-04-15,2034-04-15
3713,33,75.69,75.45,0.24,75.69,2034-05-15,2034-05-15
3714,33,75.69,75.45,0.24,75.69,2034-06-14,2034-06-14
3715,33,75.69,75.45,0.24,75.69,2034-07-14,2034-07-14
3716,33,75.69,75.45,0.24,75.69,2034-08-13,2034-08-13
3717,33,75.69,75.45,0.24,NULL,2034-09-12,NULL
3718,33,75.69,75.45,0.24,75.69,2034-10-12,2034-10-12
3719,33,75.69,75.45,0.24,75.69,2034-11-11,2034-11-11
3720,33,75.69,75.45,0.24,75.69,2034-12-11,2034-12-11
3721,33,75.69,75.45,0.24,75.69,2035-01-10,2035-01-10
3722,33,75.69,75.45,0.24,75.69,2035-02-09,2035-02-09
3723,33,75.69,75.45,0.24,NULL,2035-03-11,NULL
3724,33,75.69,75.45,0.24,75.69,2035-04-10,2035-04-10
3725,33,75.69,75.45,0.24,75.69,2035-05-10,2035-05-10
3726,33,75.69,75.45,0.24,75.69,2035-06-09,2035-06-09
3727,33,75.69,75.45,0.24,NULL,2035-07-09,NULL
3728,33,75.69,75.45,0.24,75.69,2035-08-08,2035-08-08
3729,33,75.69,75.45,0.24,75.69,2035-09-07,2035-09-07
3730,33,75.69,75.45,0.24,NULL,2035-10-07,NULL
3731,33,75.69,75.45,0.24,75.69,2035-11-06,2035-11-06
3732,33,75.69,75.45,0.24,75.69,2035-12-06,2035-12-06
3733,33,75.69,75.45,0.24,75.69,2036-01-05,2036-01-05
3734,33,75.69,75.45,0.24,75.69,2036-02-04,2036-02-04
3735,33,75.69,75.45,0.24,NULL,2036-03-05,NULL
3736,33,75.69,75.45,0.24,75.69,2036-04-04,2036-04-04
3737,33,75.69,75.45,0.24,75.69,2036-05-04,2036-05-04
3738,33,75.69,75.45,0.24,NULL,2036-06-03,NULL
3739,33,75.69,75.45,0.24,75.69,2036-07-03,2036-07-03
3740,33,75.69,75.45,0.24,75.69,2036-08-02,2036-08-02
3741,33,75.69,75.45,0.24,75.69,2036-09-01,2036-09-01
3742,33,75.69,75.45,0.24,NULL,2036-10-01,NULL
3743,33,75.69,75.45,0.24,NULL,2036-10-31,NULL
3744,33,75.69,75.45,0.24,NULL,2036-11-30,NULL
3745,33,75.69,75.45,0.24,75.69,2036-12-30,2036-12-30
3746,33,75.69,75.45,0.24,NULL,2037-01-29,NULL
3747,33,75.69,75.45,0.24,75.69,2037-02-28,2037-02-28
3748,33,75.69,75.45,0.24,75.69,2037-03-30,2037-03-30
3749,33,75.69,75.45,0.24,75.69,2037-04-29,2037-04-29
3750,33,75.69,75.45,0.24,75.69,2037-05-29,2037-05-29
3751,33,75.69,75.45,0.24,75.69,2037-06-28,2037-06-28
3752,33,75.69,75.45,0.24,75.69,2037-07-28,2037-07-28
3753,33,75.69,75.45,0.24,75.69,2037-08-27,2037-08-27
3754,33,75.69,75.45,0.24,75.69,2037-09-26,2037-09-26
3755,33,75.69,75.45,0.24,75.69,2037-10-26,2037-10-26
3756,33,75.69,75.45,0.24,75.69,2037-11-25,2037-11-25
3757,33,75.69,75.45,0.24,75.69,2037-12-25,2037-12-25
3758,33,75.69,75.45,0.24,NULL,2038-01-24,NULL
3759,33,75.69,75.45,0.24,75.69,2038-02-23,2038-02-23
3760,33,75.69,75.45,0.24,75.69,2038-03-25,2038-03-25
3761,33,75.69,75.45,0.24,75.69,2038-04-24,2038-04-24
3762,33,75.69,75.45,0.24,75.69,2038-05-24,2038-05-24
3763,33,75.69,75.45,0.24,75.69,2038-06-23,2038-06-23
3764,33,75.69,75.45,0.24,NULL,2038-07-23,NULL
3765,33,75.69,75.45,0.24,NULL,2038-08-22,NULL
3766,33,75.69,75.45,0.24,NULL,2038-09-21,NULL
3767,33,75.69,75.45,0.24,75.69,2038-10-21,2038-10-21
3768,33,75.69,75.45,0.24,75.69,2038-11-20,2038-11-20
3769,33,75.69,75.45,0.24,75.69,2038-12-20,2038-12-20
3770,33,75.69,75.45,0.24,75.69,2039-01-19,2039-01-19
3771,33,75.69,75.45,0.24,75.69,2039-02-18,2039-02-18
3772,33,75.69,75.45,0.24,75.69,2039-03-20,2039-03-20
3773,33,75.69,75.45,0.24,75.69,2039-04-19,2039-04-19
3774,33,75.69,75.45,0.24,75.69,2039-05-19,2039-05-19
3775,33,75.69,75.45,0.24,75.69,2039-06-18,2039-06-18
3776,33,75.69,75.45,0.24,75.69,2039-07-18,2039-07-18
3777,33,75.69,75.45,0.24,75.69,2039-08-17,2039-08-17
3778,33,75.69,75.45,0.24,75.69,2039-09-16,2039-09-16
3779,33,75.69,75.45,0.24,75.69,2039-10-16,2039-10-16
3780,33,75.69,75.45,0.24,75.69,2039-11-15,2039-11-15
3781,34,711.66,705.55,6.1,NULL,2019-10-08,NULL
3782,34,711.66,705.55,6.1,711.66,2019-11-07,2019-11-07
3783,34,711.66,705.55,6.1,711.66,2019-12-07,2019-12-07
3784,34,711.66,705.55,6.1,711.66,2020-01-06,2020-01-06
3785,34,711.66,705.55,6.1,711.66,2020-02-05,2020-02-05
3786,34,711.66,705.55,6.1,711.66,2020-03-06,2020-03-06
3787,34,711.66,705.55,6.1,711.66,2020-04-05,2020-04-05
3788,34,711.66,705.55,6.1,711.66,2020-05-05,2020-05-05
3789,34,711.66,705.55,6.1,711.66,2020-06-04,2020-06-04
3790,34,711.66,705.55,6.1,711.66,2020-07-04,2020-07-04
3791,34,711.66,705.55,6.1,NULL,2020-08-03,NULL
3792,34,711.66,705.55,6.1,711.66,2020-09-02,2020-09-02
3793,34,711.66,705.55,6.1,NULL,2020-10-02,NULL
3794,34,711.66,705.55,6.1,711.66,2020-11-01,2020-11-01
3795,34,711.66,705.55,6.1,711.66,2020-12-01,2020-12-01
3796,34,711.66,705.55,6.1,NULL,2020-12-31,NULL
3797,34,711.66,705.55,6.1,NULL,2021-01-30,NULL
3798,34,711.66,705.55,6.1,711.66,2021-03-01,2021-03-01
3799,34,711.66,705.55,6.1,711.66,2021-03-31,2021-03-31
3800,34,711.66,705.55,6.1,711.66,2021-04-30,2021-04-30
3801,34,711.66,705.55,6.1,NULL,2021-05-30,NULL
3802,34,711.66,705.55,6.1,711.66,2021-06-29,2021-06-29
3803,34,711.66,705.55,6.1,NULL,2021-07-29,NULL
3804,34,711.66,705.55,6.1,711.66,2021-08-28,2021-08-28
3805,34,711.66,705.55,6.1,711.66,2021-09-27,2021-09-27
3806,34,711.66,705.55,6.1,711.66,2021-10-27,2021-10-27
3807,34,711.66,705.55,6.1,NULL,2021-11-26,NULL
3808,34,711.66,705.55,6.1,711.66,2021-12-26,2021-12-26
3809,34,711.66,705.55,6.1,711.66,2022-01-25,2022-01-25
3810,34,711.66,705.55,6.1,711.66,2022-02-24,2022-02-24
3811,34,711.66,705.55,6.1,NULL,2022-03-26,NULL
3812,34,711.66,705.55,6.1,711.66,2022-04-25,2022-04-25
3813,34,711.66,705.55,6.1,711.66,2022-05-25,2022-05-25
3814,34,711.66,705.55,6.1,711.66,2022-06-24,2022-06-24
3815,34,711.66,705.55,6.1,711.66,2022-07-24,2022-07-24
3816,34,711.66,705.55,6.1,NULL,2022-08-23,NULL
3817,34,711.66,705.55,6.1,711.66,2022-09-22,2022-09-22
3818,34,711.66,705.55,6.1,711.66,2022-10-22,2022-10-22
3819,34,711.66,705.55,6.1,711.66,2022-11-21,2022-11-21
3820,34,711.66,705.55,6.1,711.66,2022-12-21,2022-12-21
3821,34,711.66,705.55,6.1,NULL,2023-01-20,NULL
3822,34,711.66,705.55,6.1,711.66,2023-02-19,2023-02-19
3823,34,711.66,705.55,6.1,711.66,2023-03-21,2023-03-21
3824,34,711.66,705.55,6.1,NULL,2023-04-20,NULL
3825,34,711.66,705.55,6.1,711.66,2023-05-20,2023-05-20
3826,34,711.66,705.55,6.1,711.66,2023-06-19,2023-06-19
3827,34,711.66,705.55,6.1,711.66,2023-07-19,2023-07-19
3828,34,711.66,705.55,6.1,NULL,2023-08-18,NULL
3829,34,711.66,705.55,6.1,711.66,2023-09-17,2023-09-17
3830,34,711.66,705.55,6.1,711.66,2023-10-17,2023-10-17
3831,34,711.66,705.55,6.1,711.66,2023-11-16,2023-11-16
3832,34,711.66,705.55,6.1,711.66,2023-12-16,2023-12-16
3833,34,711.66,705.55,6.1,711.66,2024-01-15,2024-01-15
3834,34,711.66,705.55,6.1,711.66,2024-02-14,2024-02-14
3835,34,711.66,705.55,6.1,711.66,2024-03-15,2024-03-15
3836,34,711.66,705.55,6.1,711.66,2024-04-14,2024-04-14
3837,34,711.66,705.55,6.1,711.66,2024-05-14,2024-05-14
3838,34,711.66,705.55,6.1,711.66,2024-06-13,2024-06-13
3839,34,711.66,705.55,6.1,711.66,2024-07-13,2024-07-13
3840,34,711.66,705.55,6.1,711.66,2024-08-12,2024-08-12
3841,34,711.66,705.55,6.1,NULL,2024-09-11,NULL
3842,34,711.66,705.55,6.1,711.66,2024-10-11,2024-10-11
3843,34,711.66,705.55,6.1,711.66,2024-11-10,2024-11-10
3844,34,711.66,705.55,6.1,711.66,2024-12-10,2024-12-10
3845,34,711.66,705.55,6.1,NULL,2025-01-09,NULL
3846,34,711.66,705.55,6.1,711.66,2025-02-08,2025-02-08
3847,34,711.66,705.55,6.1,711.66,2025-03-10,2025-03-10
3848,34,711.66,705.55,6.1,711.66,2025-04-09,2025-04-09
3849,34,711.66,705.55,6.1,711.66,2025-05-09,2025-05-09
3850,34,711.66,705.55,6.1,NULL,2025-06-08,NULL
3851,34,711.66,705.55,6.1,711.66,2025-07-08,2025-07-08
3852,34,711.66,705.55,6.1,711.66,2025-08-07,2025-08-07
3853,34,711.66,705.55,6.1,711.66,2025-09-06,2025-09-06
3854,34,711.66,705.55,6.1,711.66,2025-10-06,2025-10-06
3855,34,711.66,705.55,6.1,711.66,2025-11-05,2025-11-05
3856,34,711.66,705.55,6.1,711.66,2025-12-05,2025-12-05
3857,34,711.66,705.55,6.1,711.66,2026-01-04,2026-01-04
3858,34,711.66,705.55,6.1,711.66,2026-02-03,2026-02-03
3859,34,711.66,705.55,6.1,711.66,2026-03-05,2026-03-05
3860,34,711.66,705.55,6.1,711.66,2026-04-04,2026-04-04
3861,34,711.66,705.55,6.1,711.66,2026-05-04,2026-05-04
3862,34,711.66,705.55,6.1,711.66,2026-06-03,2026-06-03
3863,34,711.66,705.55,6.1,711.66,2026-07-03,2026-07-03
3864,34,711.66,705.55,6.1,NULL,2026-08-02,NULL
3865,34,711.66,705.55,6.1,711.66,2026-09-01,2026-09-01
3866,34,711.66,705.55,6.1,711.66,2026-10-01,2026-10-01
3867,34,711.66,705.55,6.1,711.66,2026-10-31,2026-10-31
3868,34,711.66,705.55,6.1,711.66,2026-11-30,2026-11-30
3869,34,711.66,705.55,6.1,NULL,2026-12-30,NULL
3870,34,711.66,705.55,6.1,711.66,2027-01-29,2027-01-29
3871,34,711.66,705.55,6.1,711.66,2027-02-28,2027-02-28
3872,34,711.66,705.55,6.1,NULL,2027-03-30,NULL
3873,34,711.66,705.55,6.1,NULL,2027-04-29,NULL
3874,34,711.66,705.55,6.1,711.66,2027-05-29,2027-05-29
3875,34,711.66,705.55,6.1,711.66,2027-06-28,2027-06-28
3876,34,711.66,705.55,6.1,711.66,2027-07-28,2027-07-28
3877,34,711.66,705.55,6.1,NULL,2027-08-27,NULL
3878,34,711.66,705.55,6.1,711.66,2027-09-26,2027-09-26
3879,34,711.66,705.55,6.1,711.66,2027-10-26,2027-10-26
3880,34,711.66,705.55,6.1,NULL,2027-11-25,NULL
3881,34,711.66,705.55,6.1,711.66,2027-12-25,2027-12-25
3882,34,711.66,705.55,6.1,NULL,2028-01-24,NULL
3883,34,711.66,705.55,6.1,711.66,2028-02-23,2028-02-23
3884,34,711.66,705.55,6.1,711.66,2028-03-24,2028-03-24
3885,34,711.66,705.55,6.1,711.66,2028-04-23,2028-04-23
3886,34,711.66,705.55,6.1,711.66,2028-05-23,2028-05-23
3887,34,711.66,705.55,6.1,711.66,2028-06-22,2028-06-22
3888,34,711.66,705.55,6.1,NULL,2028-07-22,NULL
3889,34,711.66,705.55,6.1,711.66,2028-08-21,2028-08-21
3890,34,711.66,705.55,6.1,711.66,2028-09-20,2028-09-20
3891,34,711.66,705.55,6.1,711.66,2028-10-20,2028-10-20
3892,34,711.66,705.55,6.1,NULL,2028-11-19,NULL
3893,34,711.66,705.55,6.1,711.66,2028-12-19,2028-12-19
3894,34,711.66,705.55,6.1,NULL,2029-01-18,NULL
3895,34,711.66,705.55,6.1,711.66,2029-02-17,2029-02-17
3896,34,711.66,705.55,6.1,711.66,2029-03-19,2029-03-19
3897,34,711.66,705.55,6.1,NULL,2029-04-18,NULL
3898,34,711.66,705.55,6.1,711.66,2029-05-18,2029-05-18
3899,34,711.66,705.55,6.1,711.66,2029-06-17,2029-06-17
3900,34,711.66,705.55,6.1,NULL,2029-07-17,NULL
3901,34,711.66,705.55,6.1,711.66,2029-08-16,2029-08-16
3902,34,711.66,705.55,6.1,711.66,2029-09-15,2029-09-15
3903,34,711.66,705.55,6.1,711.66,2029-10-15,2029-10-15
3904,34,711.66,705.55,6.1,711.66,2029-11-14,2029-11-14
3905,34,711.66,705.55,6.1,711.66,2029-12-14,2029-12-14
3906,34,711.66,705.55,6.1,711.66,2030-01-13,2030-01-13
3907,34,711.66,705.55,6.1,711.66,2030-02-12,2030-02-12
3908,34,711.66,705.55,6.1,NULL,2030-03-14,NULL
3909,34,711.66,705.55,6.1,711.66,2030-04-13,2030-04-13
3910,34,711.66,705.55,6.1,711.66,2030-05-13,2030-05-13
3911,34,711.66,705.55,6.1,711.66,2030-06-12,2030-06-12
3912,34,711.66,705.55,6.1,711.66,2030-07-12,2030-07-12
3913,34,711.66,705.55,6.1,711.66,2030-08-11,2030-08-11
3914,34,711.66,705.55,6.1,711.66,2030-09-10,2030-09-10
3915,34,711.66,705.55,6.1,711.66,2030-10-10,2030-10-10
3916,34,711.66,705.55,6.1,711.66,2030-11-09,2030-11-09
3917,34,711.66,705.55,6.1,711.66,2030-12-09,2030-12-09
3918,34,711.66,705.55,6.1,711.66,2031-01-08,2031-01-08
3919,34,711.66,705.55,6.1,711.66,2031-02-07,2031-02-07
3920,34,711.66,705.55,6.1,711.66,2031-03-09,2031-03-09
3921,34,711.66,705.55,6.1,711.66,2031-04-08,2031-04-08
3922,34,711.66,705.55,6.1,NULL,2031-05-08,NULL
3923,34,711.66,705.55,6.1,711.66,2031-06-07,2031-06-07
3924,34,711.66,705.55,6.1,711.66,2031-07-07,2031-07-07
3925,34,711.66,705.55,6.1,711.66,2031-08-06,2031-08-06
3926,34,711.66,705.55,6.1,NULL,2031-09-05,NULL
3927,34,711.66,705.55,6.1,711.66,2031-10-05,2031-10-05
3928,34,711.66,705.55,6.1,711.66,2031-11-04,2031-11-04
3929,34,711.66,705.55,6.1,711.66,2031-12-04,2031-12-04
3930,34,711.66,705.55,6.1,711.66,2032-01-03,2032-01-03
3931,34,711.66,705.55,6.1,NULL,2032-02-02,NULL
3932,34,711.66,705.55,6.1,711.66,2032-03-03,2032-03-03
3933,34,711.66,705.55,6.1,711.66,2032-04-02,2032-04-02
3934,34,711.66,705.55,6.1,711.66,2032-05-02,2032-05-02
3935,34,711.66,705.55,6.1,711.66,2032-06-01,2032-06-01
3936,34,711.66,705.55,6.1,NULL,2032-07-01,NULL
3937,34,711.66,705.55,6.1,711.66,2032-07-31,2032-07-31
3938,34,711.66,705.55,6.1,NULL,2032-08-30,NULL
3939,34,711.66,705.55,6.1,711.66,2032-09-29,2032-09-29
3940,34,711.66,705.55,6.1,711.66,2032-10-29,2032-10-29
3941,34,711.66,705.55,6.1,NULL,2032-11-28,NULL
3942,34,711.66,705.55,6.1,711.66,2032-12-28,2032-12-28
3943,34,711.66,705.55,6.1,711.66,2033-01-27,2033-01-27
3944,34,711.66,705.55,6.1,NULL,2033-02-26,NULL
3945,34,711.66,705.55,6.1,711.66,2033-03-28,2033-03-28
3946,34,711.66,705.55,6.1,711.66,2033-04-27,2033-04-27
3947,34,711.66,705.55,6.1,711.66,2033-05-27,2033-05-27
3948,34,711.66,705.55,6.1,711.66,2033-06-26,2033-06-26
3949,34,711.66,705.55,6.1,711.66,2033-07-26,2033-07-26
3950,34,711.66,705.55,6.1,711.66,2033-08-25,2033-08-25
3951,34,711.66,705.55,6.1,711.66,2033-09-24,2033-09-24
3952,34,711.66,705.55,6.1,711.66,2033-10-24,2033-10-24
3953,34,711.66,705.55,6.1,711.66,2033-11-23,2033-11-23
3954,34,711.66,705.55,6.1,NULL,2033-12-23,NULL
3955,34,711.66,705.55,6.1,NULL,2034-01-22,NULL
3956,34,711.66,705.55,6.1,711.66,2034-02-21,2034-02-21
3957,34,711.66,705.55,6.1,711.66,2034-03-23,2034-03-23
3958,34,711.66,705.55,6.1,711.66,2034-04-22,2034-04-22
3959,34,711.66,705.55,6.1,711.66,2034-05-22,2034-05-22
3960,34,711.66,705.55,6.1,711.66,2034-06-21,2034-06-21
3961,34,711.66,705.55,6.1,711.66,2034-07-21,2034-07-21
3962,34,711.66,705.55,6.1,NULL,2034-08-20,NULL
3963,34,711.66,705.55,6.1,711.66,2034-09-19,2034-09-19
3964,34,711.66,705.55,6.1,711.66,2034-10-19,2034-10-19
3965,34,711.66,705.55,6.1,711.66,2034-11-18,2034-11-18
3966,34,711.66,705.55,6.1,711.66,2034-12-18,2034-12-18
3967,34,711.66,705.55,6.1,711.66,2035-01-17,2035-01-17
3968,34,711.66,705.55,6.1,NULL,2035-02-16,NULL
3969,34,711.66,705.55,6.1,711.66,2035-03-18,2035-03-18
3970,34,711.66,705.55,6.1,NULL,2035-04-17,NULL
3971,34,711.66,705.55,6.1,711.66,2035-05-17,2035-05-17
3972,34,711.66,705.55,6.1,711.66,2035-06-16,2035-06-16
3973,34,711.66,705.55,6.1,711.66,2035-07-16,2035-07-16
3974,34,711.66,705.55,6.1,711.66,2035-08-15,2035-08-15
3975,34,711.66,705.55,6.1,711.66,2035-09-14,2035-09-14
3976,34,711.66,705.55,6.1,711.66,2035-10-14,2035-10-14
3977,34,711.66,705.55,6.1,NULL,2035-11-13,NULL
3978,34,711.66,705.55,6.1,711.66,2035-12-13,2035-12-13
3979,34,711.66,705.55,6.1,NULL,2036-01-12,NULL
3980,34,711.66,705.55,6.1,711.66,2036-02-11,2036-02-11
3981,34,711.66,705.55,6.1,NULL,2036-03-12,NULL
3982,34,711.66,705.55,6.1,711.66,2036-04-11,2036-04-11
3983,34,711.66,705.55,6.1,711.66,2036-05-11,2036-05-11
3984,34,711.66,705.55,6.1,711.66,2036-06-10,2036-06-10
3985,34,711.66,705.55,6.1,711.66,2036-07-10,2036-07-10
3986,34,711.66,705.55,6.1,711.66,2036-08-09,2036-08-09
3987,34,711.66,705.55,6.1,711.66,2036-09-08,2036-09-08
3988,34,711.66,705.55,6.1,711.66,2036-10-08,2036-10-08
3989,34,711.66,705.55,6.1,711.66,2036-11-07,2036-11-07
3990,34,711.66,705.55,6.1,711.66,2036-12-07,2036-12-07
3991,34,711.66,705.55,6.1,711.66,2037-01-06,2037-01-06
3992,34,711.66,705.55,6.1,711.66,2037-02-05,2037-02-05
3993,34,711.66,705.55,6.1,711.66,2037-03-07,2037-03-07
3994,34,711.66,705.55,6.1,711.66,2037-04-06,2037-04-06
3995,34,711.66,705.55,6.1,711.66,2037-05-06,2037-05-06
3996,34,711.66,705.55,6.1,711.66,2037-06-05,2037-06-05
3997,34,711.66,705.55,6.1,711.66,2037-07-05,2037-07-05
3998,34,711.66,705.55,6.1,711.66,2037-08-04,2037-08-04
3999,34,711.66,705.55,6.1,NULL,2037-09-03,NULL
4000,34,711.66,705.55,6.1,711.66,2037-10-03,2037-10-03
4001,34,711.66,705.55,6.1,711.66,2037-11-02,2037-11-02
4002,34,711.66,705.55,6.1,711.66,2037-12-02,2037-12-02
4003,34,711.66,705.55,6.1,NULL,2038-01-01,NULL
4004,34,711.66,705.55,6.1,711.66,2038-01-31,2038-01-31
4005,34,711.66,705.55,6.1,711.66,2038-03-02,2038-03-02
4006,34,711.66,705.55,6.1,711.66,2038-04-01,2038-04-01
4007,34,711.66,705.55,6.1,NULL,2038-05-01,NULL
4008,34,711.66,705.55,6.1,711.66,2038-05-31,2038-05-31
4009,34,711.66,705.55,6.1,711.66,2038-06-30,2038-06-30
4010,34,711.66,705.55,6.1,711.66,2038-07-30,2038-07-30
4011,34,711.66,705.55,6.1,711.66,2038-08-29,2038-08-29
4012,34,711.66,705.55,6.1,711.66,2038-09-28,2038-09-28
4013,34,711.66,705.55,6.1,711.66,2038-10-28,2038-10-28
4014,34,711.66,705.55,6.1,711.66,2038-11-27,2038-11-27
4015,34,711.66,705.55,6.1,711.66,2038-12-27,2038-12-27
4016,34,711.66,705.55,6.1,NULL,2039-01-26,NULL
4017,34,711.66,705.55,6.1,711.66,2039-02-25,2039-02-25
4018,34,711.66,705.55,6.1,NULL,2039-03-27,NULL
4019,34,711.66,705.55,6.1,711.66,2039-04-26,2039-04-26
4020,34,711.66,705.55,6.1,711.66,2039-05-26,2039-05-26
4021,35,1475.1,1467.59,7.51,1475.1,2019-05-13,2019-05-13
4022,35,1475.1,1467.59,7.51,1475.1,2019-06-12,2019-06-12
4023,35,1475.1,1467.59,7.51,1475.1,2019-07-12,2019-07-12
4024,35,1475.1,1467.59,7.51,1475.1,2019-08-11,2019-08-11
4025,35,1475.1,1467.59,7.51,1475.1,2019-09-10,2019-09-10
4026,35,1475.1,1467.59,7.51,NULL,2019-10-10,NULL
4027,35,1475.1,1467.59,7.51,NULL,2019-11-09,NULL
4028,35,1475.1,1467.59,7.51,1475.1,2019-12-09,2019-12-09
4029,35,1475.1,1467.59,7.51,1475.1,2020-01-08,2020-01-08
4030,35,1475.1,1467.59,7.51,1475.1,2020-02-07,2020-02-07
4031,35,1475.1,1467.59,7.51,1475.1,2020-03-08,2020-03-08
4032,35,1475.1,1467.59,7.51,1475.1,2020-04-07,2020-04-07
4033,35,1475.1,1467.59,7.51,1475.1,2020-05-07,2020-05-07
4034,35,1475.1,1467.59,7.51,NULL,2020-06-06,NULL
4035,35,1475.1,1467.59,7.51,1475.1,2020-07-06,2020-07-06
4036,35,1475.1,1467.59,7.51,1475.1,2020-08-05,2020-08-05
4037,35,1475.1,1467.59,7.51,NULL,2020-09-04,NULL
4038,35,1475.1,1467.59,7.51,1475.1,2020-10-04,2020-10-04
4039,35,1475.1,1467.59,7.51,1475.1,2020-11-03,2020-11-03
4040,35,1475.1,1467.59,7.51,1475.1,2020-12-03,2020-12-03
4041,35,1475.1,1467.59,7.51,1475.1,2021-01-02,2021-01-02
4042,35,1475.1,1467.59,7.51,1475.1,2021-02-01,2021-02-01
4043,35,1475.1,1467.59,7.51,1475.1,2021-03-03,2021-03-03
4044,35,1475.1,1467.59,7.51,NULL,2021-04-02,NULL
4045,35,1475.1,1467.59,7.51,1475.1,2021-05-02,2021-05-02
4046,35,1475.1,1467.59,7.51,1475.1,2021-06-01,2021-06-01
4047,35,1475.1,1467.59,7.51,1475.1,2021-07-01,2021-07-01
4048,35,1475.1,1467.59,7.51,1475.1,2021-07-31,2021-07-31
4049,35,1475.1,1467.59,7.51,NULL,2021-08-30,NULL
4050,35,1475.1,1467.59,7.51,NULL,2021-09-29,NULL
4051,35,1475.1,1467.59,7.51,1475.1,2021-10-29,2021-10-29
4052,35,1475.1,1467.59,7.51,1475.1,2021-11-28,2021-11-28
4053,35,1475.1,1467.59,7.51,1475.1,2021-12-28,2021-12-28
4054,35,1475.1,1467.59,7.51,1475.1,2022-01-27,2022-01-27
4055,35,1475.1,1467.59,7.51,1475.1,2022-02-26,2022-02-26
4056,35,1475.1,1467.59,7.51,1475.1,2022-03-28,2022-03-28
4057,36,705.48,699.02,6.46,NULL,2024-01-26,NULL
4058,36,705.48,699.02,6.46,NULL,2024-02-25,NULL
4059,36,705.48,699.02,6.46,705.48,2024-03-26,2024-03-26
4060,36,705.48,699.02,6.46,705.48,2024-04-25,2024-04-25
4061,36,705.48,699.02,6.46,705.48,2024-05-25,2024-05-25
4062,36,705.48,699.02,6.46,NULL,2024-06-24,NULL
4063,36,705.48,699.02,6.46,705.48,2024-07-24,2024-07-24
4064,36,705.48,699.02,6.46,NULL,2024-08-23,NULL
4065,36,705.48,699.02,6.46,NULL,2024-09-22,NULL
4066,36,705.48,699.02,6.46,NULL,2024-10-22,NULL
4067,36,705.48,699.02,6.46,705.48,2024-11-21,2024-11-21
4068,36,705.48,699.02,6.46,705.48,2024-12-21,2024-12-21
4069,36,705.48,699.02,6.46,NULL,2025-01-20,NULL
4070,36,705.48,699.02,6.46,705.48,2025-02-19,2025-02-19
4071,36,705.48,699.02,6.46,705.48,2025-03-21,2025-03-21
4072,36,705.48,699.02,6.46,705.48,2025-04-20,2025-04-20
4073,36,705.48,699.02,6.46,705.48,2025-05-20,2025-05-20
4074,36,705.48,699.02,6.46,NULL,2025-06-19,NULL
4075,36,705.48,699.02,6.46,NULL,2025-07-19,NULL
4076,36,705.48,699.02,6.46,705.48,2025-08-18,2025-08-18
4077,36,705.48,699.02,6.46,NULL,2025-09-17,NULL
4078,36,705.48,699.02,6.46,705.48,2025-10-17,2025-10-17
4079,36,705.48,699.02,6.46,705.48,2025-11-16,2025-11-16
4080,36,705.48,699.02,6.46,NULL,2025-12-16,NULL
4081,36,705.48,699.02,6.46,NULL,2026-01-15,NULL
4082,36,705.48,699.02,6.46,705.48,2026-02-14,2026-02-14
4083,36,705.48,699.02,6.46,705.48,2026-03-16,2026-03-16
4084,36,705.48,699.02,6.46,705.48,2026-04-15,2026-04-15
4085,36,705.48,699.02,6.46,705.48,2026-05-15,2026-05-15
4086,36,705.48,699.02,6.46,705.48,2026-06-14,2026-06-14
4087,36,705.48,699.02,6.46,705.48,2026-07-14,2026-07-14
4088,36,705.48,699.02,6.46,705.48,2026-08-13,2026-08-13
4089,36,705.48,699.02,6.46,705.48,2026-09-12,2026-09-12
4090,36,705.48,699.02,6.46,705.48,2026-10-12,2026-10-12
4091,36,705.48,699.02,6.46,705.48,2026-11-11,2026-11-11
4092,36,705.48,699.02,6.46,NULL,2026-12-11,NULL
4093,36,705.48,699.02,6.46,705.48,2027-01-10,2027-01-10
4094,36,705.48,699.02,6.46,705.48,2027-02-09,2027-02-09
