transaction_id,type_id,loan_payment_id,employee_id,from_account_id,to_account_id,amount,transaction_date
4288,1,NULL,NULL,657,NULL,180.91,2020-08-23
4289,3,NULL,1074,1916,1930,1068.24,2020-03-15
4290,3,NULL,NULL,1179,1312,564.94,2020-09-17
4291,2,NULL,NULL,384,NULL,298.56,2020-07-05
4292,2,NULL,179,1298,NULL,28.64,2016-07-01
4293,3,NULL,NULL,2420,635,1555.18,2016-10-13
4294,2,NULL,NULL,1344,NULL,106.7,2023-03-03
4295,1,NULL,184,1541,NULL,2260.14,2017-09-24
4296,2,NULL,NULL,550,NULL,618.93,2020-06-20
4297,2,NULL,650,1261,NULL,262.07,2019-01-11
4298,3,NULL,NULL,1900,1559,1417.51,2018-01-17
4299,1,NULL,NULL,211,NULL,401.32,2021-03-22
4300,2,NULL,NULL,1715,NULL,20.0,2021-08-14
4301,3,NULL,NULL,1364,2127,730.32,2017-04-11
4302,2,NULL,NULL,200,NULL,46.94,2020-03-06
4303,1,NULL,757,1717,NULL,3646.72,2018-12-05
4304,2,NULL,NULL,2136,NULL,81.49,2015-05-10
4305,2,NULL,NULL,124,NULL,353.59,2016-11-11
4306,2,NULL,1016,803,NULL,161.21,2019-03-08
4307,3,NULL,NULL,1073,693,2244.29,2018-04-17
4308,4,23301,NULL,1652,NULL,993.63,2021-08-15
4309,3,NULL,NULL,13,1467,2785.73,2018-06-18
4310,2,NULL,NULL,457,NULL,648.61,2021-11-12
4311,1,NULL,412,372,NULL,3405.06,2019-05-27
4312,2,NULL,559,2378,NULL,180.16,2016-03-26
4313,3,NULL,1167,1231,991,270.26,2015-07-10
4314,4,26269,NULL,2044,NULL,630.43,2019-09-26
4315,3,NULL,NULL,378,201,2531.46,2021-06-20
4316,1,NULL,468,1439,NULL,1070.52,2017-12-23
4317,2,NULL,NULL,118,NULL,116.95,2015-04-26
4318,2,NULL,NULL,646,NULL,582.11,2016-02-26
4319,2,NULL,130,169,NULL,36.74,2016-08-05
4320,2,NULL,NULL,2415,NULL,96.66,2016-11-25
4321,2,NULL,761,1766,NULL,105.33,2023-05-26
4322,1,NULL,NULL,2219,NULL,198.0,2015-05-04
4323,2,NULL,NULL,99,NULL,365.9,2020-12-18
4324,2,NULL,NULL,612,NULL,145.49,2018-09-07
4325,2,NULL,NULL,1237,NULL,131.19,2017-02-24
4326,2,NULL,NULL,2098,NULL,238.69,2022-10-07
4327,2,NULL,360,1573,NULL,1523.69,2020-12-13
4328,1,NULL,NULL,1589,NULL,100.0,2022-07-19
4329,2,NULL,NULL,1889,NULL,175.53,2023-08-11
4330,2,NULL,NULL,411,NULL,223.96,2015-05-22
4331,1,NULL,498,1740,NULL,4831.73,2021-03-27
4332,1,NULL,184,1182,NULL,3624.28,2021-08-07
4333,4,14396,NULL,78,NULL,180.56,2039-12-10
4334,2,NULL,749,428,NULL,1124.78,2022-09-25
4335,2,NULL,NULL,2087,NULL,148.78,2020-03-22
4336,1,NULL,247,1590,NULL,1976.9,2020-04-15
4337,3,NULL,NULL,120,1733,2318.15,2017-09-11
4338,2,NULL,NULL,476,NULL,348.37,2021-04-23
4339,1,NULL,536,2488,NULL,5478.43,2020-03-01
4340,3,NULL,NULL,1912,1173,2282.11,2017-04-12
4341,4,17631,NULL,315,NULL,421.46,2035-11-15
4342,3,NULL,NULL,807,1848,50.0,2015-11-13
4343,3,NULL,NULL,1980,1972,1778.16,2019-03-16
4344,1,NULL,768,509,NULL,100.0,2020-08-04
4345,3,NULL,NULL,1258,1922,1126.23,2016-12-12
4346,3,NULL,NULL,666,555,999.38,2018-10-18
4347,1,NULL,248,733,NULL,3780.61,2019-11-25
4348,2,NULL,NULL,493,NULL,85.04,2016-08-05
4349,1,NULL,NULL,81,NULL,843.52,2020-05-06
4350,1,NULL,332,1705,NULL,4072.45,2021-10-01
4351,1,NULL,1081,1136,NULL,4661.08,2020-03-28
4352,3,NULL,NULL,855,171,1466.17,2020-09-19
4353,1,NULL,823,877,NULL,2699.63,2019-12-01
4354,1,NULL,984,1100,NULL,1677.53,2020-09-15
4355,4,5408,NULL,1317,NULL,340.28,2026-05-21
4356,2,NULL,795,2085,NULL,187.15,2022-10-07
4357,2,NULL,NULL,1676,NULL,88.72,2016-02-26
4358,3,NULL,NULL,2125,2407,50.0,2017-07-14
4359,2,NULL,NULL,1647,NULL,496.73,2018-03-09
4360,3,NULL,952,943,2312,2166.42,2022-03-17
4361,3,NULL,NULL,2219,614,67.39,2017-08-20
4362,1,NULL,775,864,NULL,2172.87,2020-01-09
4363,3,NULL,761,621,1978,1777.97,2017-07-10
4364,3,NULL,NULL,1397,861,2016.89,2018-01-17
4365,1,NULL,663,361,NULL,3672.92,2021-06-15
4366,4,19313,NULL,233,NULL,7547.64,2018-03-18
4367,2,NULL,NULL,441,NULL,335.34,2019-10-18
4368,1,NULL,47,2360,NULL,3173.21,2023-03-15
4369,1,NULL,1107,1228,NULL,3268.74,2023-10-01
4370,1,NULL,498,588,NULL,3159.24,2016-05-07
4371,2,NULL,NULL,1638,NULL,201.55,2018-10-14
4372,2,NULL,NULL,2466,NULL,99.51,2022-07-22
4373,1,NULL,886,2435,NULL,3455.66,2021-08-27
4374,3,NULL,NULL,1877,2446,908.1,2016-10-11
4375,3,NULL,NULL,1156,406,319.04,2020-05-20
4376,2,NULL,NULL,1474,NULL,391.46,2016-10-08
4377,1,NULL,728,990,NULL,5480.6,2017-08-01
4378,1,NULL,NULL,1679,NULL,135.15,2019-04-06
4379,2,NULL,1166,1119,NULL,160.8,2023-11-10
4380,2,NULL,NULL,909,NULL,711.56,2018-05-25
4381,1,NULL,975,500,NULL,2117.43,2020-12-09
4382,1,NULL,1036,1145,NULL,4756.87,2017-12-21
4383,1,NULL,696,1800,NULL,357.75,2017-09-29
4384,2,NULL,NULL,895,NULL,373.72,2019-07-12
4385,2,NULL,NULL,2435,NULL,23.51,2019-11-15
4386,2,NULL,NULL,2336,NULL,439.82,2016-01-22
4387,3,NULL,NULL,2078,660,1639.07,2019-11-15
4388,1,NULL,699,2356,NULL,2550.81,2017-04-07
4389,2,NULL,NULL,28,NULL,489.39,2023-08-11
4390,2,NULL,NULL,210,NULL,197.69,2022-05-20
4391,3,NULL,NULL,927,1080,915.02,2020-09-17
4392,2,NULL,785,1204,NULL,1819.9,2021-10-29
4393,2,NULL,332,1470,NULL,382.86,2023-05-26
4394,2,NULL,NULL,2109,NULL,523.76,2023-05-12
4395,2,NULL,NULL,2004,NULL,44.14,2022-03-06
4396,3,NULL,389,264,494,455.51,2015-03-13
4397,1,NULL,1129,2214,NULL,1557.15,2015-03-14
4398,1,NULL,47,1799,NULL,1994.63,2018-02-01
4399,1,NULL,NULL,1837,NULL,100.0,2021-06-15
4400,2,NULL,NULL,955,NULL,434.23,2017-10-08
4401,2,NULL,935,137,NULL,125.38,2023-01-15
4402,1,NULL,979,581,NULL,4191.42,2017-10-01
4403,1,NULL,303,555,NULL,3189.19,2021-11-08
4404,2,NULL,NULL,1930,NULL,225.03,2018-10-28
4405,3,NULL,NULL,423,43,1281.76,2019-05-18
4406,3,NULL,NULL,772,2177,50.0,2020-01-11
4407,3,NULL,NULL,984,797,1891.31,2023-02-16
4408,2,NULL,NULL,1753,NULL,421.86,2022-12-17
4409,3,NULL,NULL,1978,2000,347.75,2016-02-19
4410,2,NULL,NULL,1269,NULL,314.61,2019-12-13
4411,1,NULL,674,1353,NULL,3652.62,2015-07-15
4412,2,NULL,NULL,984,NULL,216.93,2017-07-28
4413,3,NULL,NULL,1673,1661,1626.49,2015-03-16
4414,3,NULL,NULL,935,314,2667.78,2019-05-15
4415,1,NULL,111,2357,NULL,1853.23,2019-05-15
4416,3,NULL,NULL,540,2240,1748.36,2017-03-16
4417,2,NULL,265,2219,NULL,20.0,2021-08-06
4418,2,NULL,NULL,1630,NULL,194.57,2019-11-17
4419,4,24556,NULL,1679,NULL,214.11,2035-12-14
4420,1,NULL,890,720,NULL,2341.58,2022-12-20
4421,1,NULL,NULL,1497,NULL,687.41,2022-10-22
4422,1,NULL,952,138,NULL,3977.34,2022-05-13
4423,1,NULL,952,165,NULL,3253.62,2022-09-30
4424,1,NULL,497,55,NULL,2610.04,2017-08-09
4425,2,NULL,NULL,805,NULL,449.24,2022-07-01
4426,4,3539,50,830,NULL,206.09,2040-11-26
4427,2,NULL,NULL,1004,NULL,49.82,2019-06-01
4428,3,NULL,235,1517,310,262.66,2015-01-11
4429,1,NULL,NULL,877,NULL,476.53,2015-11-21
4430,2,NULL,236,1052,NULL,799.1,2019-06-21
4431,1,NULL,710,1481,NULL,2387.7,2022-06-15
4432,1,NULL,NULL,2241,NULL,815.1,2022-09-01
4433,1,NULL,163,1608,NULL,2274.51,2019-08-09
4434,2,NULL,NULL,440,NULL,150.36,2019-01-11
4435,2,NULL,25,2468,NULL,40.35,2018-09-28
4436,1,NULL,47,2092,NULL,2701.83,2015-07-01
4437,3,NULL,36,475,981,1506.65,2023-09-13
4438,2,NULL,NULL,512,NULL,20.0,2019-10-19
4439,2,NULL,NULL,767,NULL,22.06,2023-06-02
4440,2,NULL,NULL,624,NULL,31.28,2020-03-13
4441,2,NULL,NULL,1587,NULL,20.0,2022-04-01
4442,2,NULL,NULL,1452,NULL,300.82,2015-08-22
4443,3,NULL,NULL,463,1001,819.92,2017-09-16
4444,4,4488,NULL,169,NULL,410.06,2033-09-23
4445,2,NULL,NULL,2488,NULL,265.91,2019-06-28
4446,1,NULL,874,899,NULL,3040.37,2019-11-15
4447,2,NULL,NULL,1376,NULL,20.0,2016-12-18
4448,3,NULL,NULL,1895,1807,1762.07,2015-06-16
4449,1,NULL,698,1123,NULL,3115.26,2017-10-01
4450,3,NULL,NULL,1161,1820,718.39,2023-04-16
4451,4,4162,NULL,1341,NULL,705.48,2032-09-13
4452,1,NULL,NULL,387,NULL,356.44,2023-04-15
4453,2,NULL,NULL,1637,NULL,501.73,2022-12-09
4454,1,NULL,1063,571,NULL,3340.87,2020-04-01
4455,3,NULL,NULL,318,1844,1769.11,2020-03-20
4456,1,NULL,770,1136,NULL,4912.1,2016-11-29
4457,1,NULL,829,2384,NULL,2441.03,2023-11-12
4458,1,NULL,677,1311,NULL,3041.05,2020-11-14
4459,3,NULL,NULL,440,390,2006.2,2019-04-19
4460,2,NULL,NULL,1135,NULL,20.0,2019-04-05
4461,4,14514,NULL,1431,NULL,1216.1,2031-08-14
4462,2,NULL,NULL,363,NULL,79.51,2016-12-23
4463,3,NULL,179,13,1587,1706.28,2020-09-12
4464,4,17627,NULL,2297,NULL,421.46,2035-07-17
4465,2,NULL,NULL,500,NULL,209.36,2020-07-17
4466,1,NULL,937,1794,NULL,2496.01,2017-03-15
4467,1,NULL,768,990,NULL,3591.16,2015-11-27
4468,2,NULL,1168,924,NULL,344.85,2017-09-15
4469,2,NULL,NULL,1228,NULL,53.12,2020-01-31
4470,2,NULL,NULL,2220,NULL,174.61,2021-11-05
4471,2,NULL,NULL,1953,NULL,73.94,2023-09-03
4472,4,9455,NULL,2171,NULL,421.7,2023-08-26
4473,3,NULL,NULL,2421,808,829.3,2022-08-18
4474,3,NULL,NULL,351,2299,2744.05,2020-03-17
4475,1,NULL,1063,515,NULL,198.68,2016-01-15
4476,3,NULL,NULL,1644,1457,1049.5,2015-10-16
4477,4,19489,NULL,1095,NULL,221.41,2028-07-29
4478,3,NULL,NULL,753,528,1428.81,2020-12-19
4479,1,NULL,332,1118,NULL,2558.74,2023-10-22
4480,3,NULL,1071,2359,2385,444.39,2023-04-13
4481,3,NULL,913,604,1285,587.59,2016-07-17
4482,3,NULL,NULL,947,801,669.4,2018-11-20
4483,3,NULL,NULL,206,682,670.09,2016-08-11
4484,2,NULL,493,1529,NULL,1007.07,2023-04-28
4485,3,NULL,NULL,439,2299,2220.68,2018-08-11
4486,1,NULL,1074,424,NULL,2452.68,2015-12-08
4487,2,NULL,NULL,737,NULL,76.95,2019-12-15
4488,3,NULL,NULL,1804,109,500.94,2020-02-17
4489,3,NULL,NULL,1083,936,2103.5,2016-02-12
4490,4,25409,NULL,1940,NULL,150.33,2022-02-23
4491,2,NULL,NULL,495,NULL,20.0,2018-11-30
4492,1,NULL,412,1981,NULL,1541.03,2018-01-28
4493,2,NULL,NULL,112,NULL,306.05,2023-04-07
4494,1,NULL,220,1903,NULL,5004.9,2019-07-27
4495,1,NULL,189,1862,NULL,316.82,2018-01-17
4496,2,NULL,NULL,312,NULL,543.95,2020-04-24
4497,4,26211,NULL,2249,NULL,189.88,2022-09-28
4498,1,NULL,902,1513,NULL,3211.6,2021-04-15
4499,3,NULL,NULL,95,2234,1614.83,2023-06-18
4500,2,NULL,NULL,1217,NULL,245.72,2015-07-25
4501,3,NULL,800,1877,1622,2408.3,2023-04-13
4502,2,NULL,NULL,199,NULL,560.37,2020-10-09
4503,3,NULL,NULL,1780,2326,1367.62,2022-11-11
4504,1,NULL,1107,2366,NULL,4153.28,2018-03-13
4505,1,NULL,NULL,1127,NULL,100.0,2017-01-15
4506,2,NULL,NULL,1400,NULL,138.32,2015-05-15
4507,1,NULL,1016,2148,NULL,2742.76,2017-10-01
4508,1,NULL,650,1765,NULL,1259.63,2022-10-01
4509,2,NULL,NULL,605,NULL,20.0,2015-11-28
4510,1,NULL,265,127,NULL,1696.18,2017-04-09
4511,2,NULL,389,1783,NULL,202.22,2023-10-27
4512,2,NULL,163,1209,NULL,182.34,2020-01-03
4513,1,NULL,234,818,NULL,2478.79,2023-12-20
4514,2,NULL,935,250,NULL,154.43,2023-05-12
4515,3,NULL,1063,2068,324,1045.84,2018-12-12
4516,1,NULL,1081,47,NULL,3989.26,2021-12-04
4517,2,NULL,NULL,613,NULL,151.21,2022-03-11
4518,2,NULL,NULL,536,NULL,20.0,2017-05-12
4519,1,NULL,952,418,NULL,2483.31,2018-07-11
4520,2,NULL,NULL,2309,NULL,394.16,2020-10-02
4521,1,NULL,1088,226,NULL,1694.23,2023-09-18
4522,2,NULL,NULL,992,NULL,105.07,2018-10-19
4523,2,NULL,NULL,1984,NULL,621.78,2022-10-14
4524,3,NULL,NULL,148,1429,960.95,2015-11-17
4525,1,NULL,163,1381,NULL,1050.58,2021-09-18
4526,1,NULL,1020,2106,NULL,2341.43,2016-04-05
4527,3,NULL,NULL,340,2124,2814.87,2021-02-11
4528,2,NULL,50,1543,NULL,599.5,2020-05-09
4529,1,NULL,NULL,1702,NULL,100.0,2018-05-13
4530,1,NULL,944,947,NULL,1189.86,2020-05-31
4531,1,NULL,644,563,NULL,3218.18,2016-08-19
4532,1,NULL,NULL,1662,NULL,827.6,2020-09-15
4533,1,NULL,248,755,NULL,4294.8,2020-06-16
4534,1,NULL,639,66,NULL,2763.88,2020-09-24
4535,4,12699,NULL,1108,NULL,678.4,2020-09-28
4536,4,14937,NULL,310,NULL,5257.23,2019-04-15
4537,3,NULL,NULL,1690,1385,1625.19,2022-06-20
4538,1,NULL,NULL,1759,NULL,867.89,2021-08-14
4539,1,NULL,1088,400,NULL,1814.56,2023-06-07
4540,2,NULL,NULL,1573,NULL,97.51,2016-09-16
4541,3,NULL,NULL,2142,2495,752.1,2023-03-13
4542,2,NULL,NULL,332,NULL,82.87,2016-01-01
4543,2,NULL,1183,528,NULL,676.85,2016-10-01
4544,3,NULL,NULL,177,2432,2062.56,2018-02-10
4545,2,NULL,NULL,1361,NULL,331.9,2021-10-01
4546,2,NULL,NULL,555,NULL,728.45,2021-04-03
4547,2,NULL,NULL,1840,NULL,103.41,2020-02-21
4548,2,NULL,497,1845,NULL,44.15,2022-08-19
4549,2,NULL,NULL,626,NULL,742.67,2017-09-15
4550,3,NULL,880,842,98,517.49,2021-12-19
4551,4,14296,NULL,2025,NULL,180.56,2031-09-19
4552,2,NULL,NULL,412,NULL,32.37,2016-10-07
4553,2,NULL,NULL,942,NULL,294.51,2015-09-11
4554,2,NULL,25,1077,NULL,137.01,2022-02-26
4555,1,NULL,1167,1148,NULL,2314.47,2016-01-04
4556,2,NULL,663,1614,NULL,1018.95,2019-01-11
4557,2,NULL,775,759,NULL,218.01,2020-11-28
4558,2,NULL,NULL,2273,NULL,112.24,2020-05-08
4559,1,NULL,50,1353,NULL,3159.75,2018-03-17
4560,1,NULL,545,956,NULL,555.2,2016-07-31
4561,3,NULL,NULL,1459,113,1839.23,2017-05-11
4562,2,NULL,NULL,143,NULL,20.0,2018-10-26
4563,1,NULL,265,1772,NULL,5484.98,2021-11-01
4564,1,NULL,40,981,NULL,2818.32,2023-01-15
4565,1,NULL,216,1535,NULL,4657.94,2020-07-15
4566,3,NULL,642,1016,2377,1654.63,2023-07-14
4567,4,391,NULL,225,NULL,344.25,2025-10-12
4568,1,NULL,393,418,NULL,4971.13,2016-03-15
4569,1,NULL,NULL,295,NULL,153.53,2016-05-16
4570,3,NULL,922,1149,1440,1648.06,2019-10-16
4571,1,NULL,577,1298,NULL,3720.08,2015-08-31
4572,1,NULL,332,964,NULL,2868.52,2019-05-15
4573,1,NULL,863,1097,NULL,991.14,2015-09-03
4574,1,NULL,1102,2111,NULL,3146.65,2019-01-01
4575,1,NULL,420,594,NULL,2223.22,2021-04-01
4576,1,NULL,266,541,NULL,1739.75,2021-11-15
4577,1,NULL,367,1168,NULL,3284.74,2017-11-06
4578,1,NULL,1016,1374,NULL,2570.53,2023-09-06
4579,1,NULL,823,1512,NULL,2058.51,2020-08-01
4580,4,23261,979,1959,NULL,718.85,2042-08-21
4581,2,NULL,536,1055,NULL,56.79,2021-01-31
4582,3,NULL,829,787,802,2557.08,2018-07-14
4583,1,NULL,965,1142,NULL,2812.31,2016-01-28
4584,2,NULL,NULL,2392,NULL,32.08,2017-11-03
4585,1,NULL,1194,32,NULL,2007.27,2023-06-21
4586,1,NULL,331,921,NULL,4127.42,2022-07-11
4587,3,NULL,229,32,94,1493.16,2016-07-15
4588,2,NULL,50,752,NULL,210.84,2016-06-17
4589,1,NULL,1168,1081,NULL,3531.78,2015-02-15
4590,2,NULL,NULL,1096,NULL,20.0,2019-09-07
4591,2,NULL,103,869,NULL,37.08,2021-09-12
4592,4,17459,NULL,1774,NULL,761.7,2043-03-29
4593,1,NULL,220,1834,NULL,3446.69,2023-01-31
4594,2,NULL,NULL,2414,NULL,159.43,2015-10-30
4595,2,NULL,NULL,1098,NULL,185.55,2019-10-18
4596,1,NULL,984,222,NULL,4534.3,2017-05-05
4597,3,NULL,144,1757,1502,945.18,2021-04-10
4598,3,NULL,674,1297,1951,1772.05,2019-09-16
4599,2,NULL,NULL,1180,NULL,568.0,2018-07-13
4600,1,NULL,998,218,NULL,4223.27,2023-03-01
4601,1,NULL,715,2483,NULL,2513.29,2015-07-15
4602,4,22009,NULL,643,NULL,336.02,2019-01-12
4603,2,NULL,NULL,1823,NULL,81.39,2018-07-29
4604,2,NULL,NULL,793,NULL,47.88,2023-05-14
4605,2,NULL,NULL,2319,NULL,372.91,2020-02-07
4606,2,NULL,NULL,394,NULL,221.54,2020-10-23
4607,3,NULL,NULL,632,2069,949.69,2018-04-10
4608,2,NULL,NULL,2130,NULL,20.0,2023-11-10
4609,3,NULL,NULL,265,275,869.24,2021-11-13
4610,1,NULL,389,1559,NULL,2036.27,2016-07-01
4611,1,NULL,577,2077,NULL,1421.36,2016-01-15
4612,2,NULL,NULL,287,NULL,105.09,2023-06-09
4613,2,NULL,639,308,NULL,1059.01,2016-08-05
4614,2,NULL,389,1694,NULL,54.51,2020-09-12
4615,3,NULL,NULL,2462,1266,2463.35,2018-01-16
4616,4,7145,NULL,1390,NULL,1555.01,2021-01-20
4617,2,NULL,NULL,124,NULL,885.41,2019-11-08
4618,2,NULL,NULL,137,NULL,129.88,2019-05-03
4619,2,NULL,NULL,1865,NULL,364.51,2019-11-16
4620,1,NULL,922,1012,NULL,2791.07,2021-03-09
4621,1,NULL,234,2263,NULL,1241.8,2020-10-01
4622,1,NULL,NULL,1245,NULL,100.0,2019-10-18
4623,1,NULL,389,1038,NULL,2337.21,2023-12-07
4624,3,NULL,NULL,848,1496,1532.93,2019-05-16
4625,2,NULL,1129,859,NULL,277.15,2020-05-01
4626,1,NULL,412,1096,NULL,2285.33,2022-08-28
4627,2,NULL,NULL,2028,NULL,813.54,2018-03-02
4628,1,NULL,NULL,2017,NULL,100.0,2022-05-23
4629,1,NULL,715,2346,NULL,3882.81,2020-08-18
4630,3,NULL,3,131,796,761.32,2023-06-17
4631,2,NULL,NULL,1218,NULL,72.82,2019-09-20
4632,2,NULL,944,1543,NULL,100.04,2018-03-16
4633,2,NULL,NULL,1249,NULL,175.08,2019-09-08
4634,4,3709,493,2015,NULL,75.69,2034-01-18
4635,2,NULL,NULL,544,NULL,95.77,2017-08-18
4636,1,NULL,680,1419,NULL,2090.57,2016-08-17
4637,3,NULL,NULL,2079,854,961.05,2021-04-11
4638,1,NULL,842,62,NULL,3772.85,2021-10-01
4639,2,NULL,NULL,669,NULL,695.93,2018-10-13
4640,1,NULL,1085,2378,NULL,2898.73,2016-12-10
4641,4,21730,220,2157,NULL,667.48,2034-03-13
4642,1,NULL,1085,101,NULL,609.05,2015-07-01
4643,1,NULL,674,84,NULL,3955.79,2017-08-23
4644,3,NULL,NULL,48,798,320.24,2017-11-19
4645,2,NULL,NULL,258,NULL,488.93,2022-10-07
4646,2,NULL,642,1978,NULL,20.0,2019-08-02
4647,2,NULL,NULL,1824,NULL,154.04,2021-07-18
4648,1,NULL,754,1493,NULL,2772.96,2022-12-15
4649,2,NULL,NULL,478,NULL,197.43,2018-11-17
4650,2,NULL,NULL,1498,NULL,448.17,2018-08-17
4651,1,NULL,235,2258,NULL,2003.51,2021-04-15
4652,2,NULL,NULL,1087,NULL,61.72,2021-10-29
4653,1,NULL,247,1610,NULL,2965.39,2017-05-11
4654,1,NULL,757,1330,NULL,1539.63,2020-09-20
4655,4,20311,253,1820,NULL,551.55,2028-03-17
4656,1,NULL,40,1906,NULL,3401.98,2016-08-18
4657,2,NULL,NULL,1281,NULL,379.77,2016-07-08
4658,2,NULL,NULL,877,NULL,848.99,2018-10-19
4659,3,NULL,577,1828,1585,1154.37,2020-01-20
4660,2,NULL,NULL,1347,NULL,140.71,2021-09-05
4661,1,NULL,234,1339,NULL,2442.51,2022-08-18
4662,1,NULL,612,1114,NULL,3655.91,2017-11-15
4663,2,NULL,650,1032,NULL,1066.76,2022-09-30
4664,4,7242,NULL,1983,NULL,209.45,2021-04-10
4665,1,NULL,497,1007,NULL,3705.59,2019-08-15
4666,3,NULL,680,1906,1667,1934.38,2021-08-16
4667,1,NULL,761,2176,NULL,4670.06,2015-06-01
4668,3,NULL,NULL,913,449,911.48,2023-12-11
4669,2,NULL,NULL,1043,NULL,524.97,2021-07-30
4670,2,NULL,NULL,687,NULL,225.13,2020-11-22
4671,3,NULL,NULL,1251,173,2452.41,2016-10-16
4672,1,NULL,NULL,2335,NULL,174.32,2020-05-26
4673,1,NULL,235,1862,NULL,2646.29,2018-06-18
4674,4,12591,1031,2495,NULL,450.46,2029-11-15
4675,1,NULL,696,727,NULL,3524.8,2022-05-18
4676,2,NULL,391,1187,NULL,535.22,2017-12-01
4677,4,16724,NULL,1519,NULL,576.87,2026-06-24
4678,3,NULL,NULL,275,182,1215.86,2019-04-14
4679,2,NULL,NULL,1344,NULL,153.49,2019-06-29
4680,1,NULL,691,456,NULL,1576.92,2021-06-15
4681,1,NULL,367,1368,NULL,4434.59,2016-01-01
4682,2,NULL,NULL,393,NULL,84.74,2017-07-28
4683,2,NULL,NULL,2440,NULL,61.88,2016-10-28
4684,1,NULL,880,1308,NULL,2744.92,2019-09-15
4685,1,NULL,694,705,NULL,3498.44,2015-02-13
4686,2,NULL,NULL,163,NULL,20.0,2022-04-24
4687,1,NULL,189,1889,NULL,1539.85,2016-03-04
4688,2,NULL,1111,1993,NULL,410.68,2015-05-29
4689,1,NULL,303,1029,NULL,2523.2,2018-11-16
4690,1,NULL,1071,924,NULL,5292.26,2015-01-21
4691,3,NULL,NULL,1974,984,2215.73,2019-06-13
4692,4,15958,NULL,1330,NULL,671.02,2028-04-18
4693,1,NULL,699,772,NULL,2745.72,2016-05-18
4694,4,19829,NULL,13,NULL,717.28,2026-09-13
4695,3,NULL,NULL,1066,11,3617.74,2017-05-13
4696,3,NULL,220,1200,721,1709.6,2015-04-20
4697,2,NULL,NULL,1403,NULL,33.61,2018-09-28
4698,1,NULL,986,1398,NULL,2487.3,2019-03-14
4699,2,NULL,NULL,1772,NULL,86.48,2015-03-06
4700,2,NULL,NULL,1492,NULL,219.45,2016-01-08
4701,2,NULL,975,303,NULL,254.51,2019-06-28
4702,2,NULL,654,2243,NULL,631.19,2016-06-12
4703,2,NULL,NULL,2436,NULL,370.54,2016-03-11
4704,4,9884,NULL,2446,NULL,993.99,2030-09-11
4705,2,NULL,1111,1884,NULL,339.96,2022-03-18
4706,2,NULL,332,23,NULL,153.97,2017-12-08
4707,3,NULL,NULL,857,507,514.27,2015-04-15
4708,2,NULL,NULL,2398,NULL,54.59,2020-09-11
4709,1,NULL,785,902,NULL,3682.85,2016-03-15
4710,1,NULL,697,13,NULL,2188.43,2022-09-28
4711,2,NULL,NULL,1896,NULL,177.28,2015-02-06
4712,1,NULL,NULL,2286,NULL,637.17,2017-12-15
4713,4,16926,NULL,2488,NULL,556.19,2022-07-21
4714,1,NULL,412,1530,NULL,1714.32,2015-03-02
4715,2,NULL,NULL,469,NULL,597.06,2021-01-23
4716,3,NULL,NULL,1924,1559,3231.42,2021-01-18
4717,4,23391,NULL,1102,NULL,174.24,2026-03-27
4718,1,NULL,706,2178,NULL,2441.35,2019-05-09
4719,4,16734,NULL,1099,NULL,576.87,2027-04-18
4720,3,NULL,943,219,1947,1268.8,2023-06-17
4721,2,NULL,NULL,2419,NULL,192.45,2021-11-12
4722,2,NULL,NULL,572,NULL,66.99,2023-12-08
4723,1,NULL,800,1682,NULL,3274.18,2015-04-03
4724,1,NULL,850,2035,NULL,2949.75,2018-05-03
4725,3,NULL,NULL,1384,1241,2203.79,2023-02-14
4726,3,NULL,NULL,746,1449,50.0,2016-03-16
4727,2,NULL,NULL,1183,NULL,738.04,2018-10-12
4728,3,NULL,NULL,563,2468,644.51,2023-02-11
4729,3,NULL,NULL,2096,1533,1452.27,2023-11-16
4730,1,NULL,412,2478,NULL,2322.62,2023-10-01
4731,1,NULL,697,508,NULL,2610.88,2018-09-05
4732,1,NULL,654,340,NULL,3651.92,2020-10-01
4733,3,NULL,NULL,124,1232,841.24,2016-07-15
4734,2,NULL,NULL,1910,NULL,291.22,2019-04-05
4735,2,NULL,NULL,1301,NULL,174.3,2019-03-10
4736,1,NULL,677,1394,NULL,2594.06,2020-07-15
4737,3,NULL,NULL,2397,1711,50.0,2015-02-16
4738,1,NULL,757,1406,NULL,1385.55,2017-03-15
4739,1,NULL,1166,1839,NULL,5765.29,2015-01-15
4740,2,NULL,NULL,737,NULL,240.44,2022-09-16
4741,3,NULL,NULL,1272,1165,370.75,2022-04-18
4742,2,NULL,680,1148,NULL,1326.47,2015-07-03
4743,2,NULL,40,670,NULL,84.57,2023-06-16
4744,3,NULL,NULL,1392,1325,1477.8,2016-05-17
4745,3,NULL,NULL,2013,391,2301.24,2023-05-13
4746,1,NULL,680,2269,NULL,3368.91,2019-01-01
4747,1,NULL,986,1225,NULL,4478.2,2015-10-15
4748,3,NULL,922,792,2258,1403.32,2019-05-20
4749,2,NULL,266,1998,NULL,189.62,2019-03-29
4750,3,NULL,1111,973,889,1149.14,2022-08-16
4751,3,NULL,NULL,382,279,1581.11,2016-10-16
4752,2,NULL,706,905,NULL,174.82,2015-11-27
4753,3,NULL,NULL,1771,1261,2625.35,2016-08-13
4754,1,NULL,216,617,NULL,2214.1,2020-11-10
4755,1,NULL,1088,86,NULL,5679.82,2020-10-06
